feedback,issue,distance
"Used to love it but after my s10 updated to the latest Android, gifs in this app no longer loop just fyi. Please fix.",Firefox for Android cannot break out of a loop + alert attack,0.461373
"Used to love it but after my s10 updated to the latest Android, gifs in this app no longer loop just fyi. Please fix.",Infinite loop in nsContentEventHandler (was: Touch response got worse since v14),0.45484823
The history tab does not show all history. Previous tabs that we left open suddenly disappears when we close and reopen Firefox.,Tap and Hold on Back/Forward buttons should show popup of that tab's history on tablet,0.7629889
The history tab does not show all history. Previous tabs that we left open suddenly disappears when we close and reopen Firefox.,The history tab is dark gray on Froyo and Gingerbread devices,0.6979824
The history tab does not show all history. Previous tabs that we left open suddenly disappears when we close and reopen Firefox.,Firefox Mobile 15.0b2 doesn't delete history,0.6806595
"Worst browser i have ever seen. So poorly laid out. No home, favorites, bookmarks, or anything that every browser needs. Dark mode doesn't even work. Go shoot yourselves, devs!",Pretty up the browser toolbar,0.6222234
"Worst browser i have ever seen. So poorly laid out. No home, favorites, bookmarks, or anything that every browser needs. Dark mode doesn't even work. Go shoot yourselves, devs!",Bad experience with no Firefox browser installed,0.6152438
"Worst browser i have ever seen. So poorly laid out. No home, favorites, bookmarks, or anything that every browser needs. Dark mode doesn't even work. Go shoot yourselves, devs!",Make AMO more discoverable in the browser,0.56791776
"Firefox great as always in personal control, but horrible slow in the android departure.",Firefox for android at ARMv5te or MIPS or x86 phone?,0.49263066
"Firefox great as always in personal control, but horrible slow in the android departure.",[meta] Investigate using ViewStubs to improve startup speed,0.49235055
"Firefox great as always in personal control, but horrible slow in the android departure.",Firefox for android crashed 2 times back to back,0.49224153
"Guys I like you but your app is bad , half of the time it won't load pages. Many times when I needed the app to work the most it let me down and made me reinstall chrome so I can do my work.",Page loads barely work on Galaxy Q,0.6580903
"Guys I like you but your app is bad , half of the time it won't load pages. Many times when I needed the app to work the most it let me down and made me reinstall chrome so I can do my work.",Web apps do not finish loading,0.63179207
"Guys I like you but your app is bad , half of the time it won't load pages. Many times when I needed the app to work the most it let me down and made me reinstall chrome so I can do my work.",Can't load chrome pages,0.6185313
"When I type into the search box's it type's random words on it's own even when I delete the random words it adds words in, it's not my prediction keyboard that's messing up it only happens on Firefox. Also can't arrange your pinned top sites in the order you want.",Language in search box changes while typing,0.6498362
"When I type into the search box's it type's random words on it's own even when I delete the random words it adds words in, it's not my prediction keyboard that's messing up it only happens on Firefox. Also can't arrange your pinned top sites in the order you want.",[fig] Tapping on search suggestion doesn't do anything,0.56279665
"When I type into the search box's it type's random words on it's own even when I delete the random words it adds words in, it's not my prediction keyboard that's messing up it only happens on Firefox. Also can't arrange your pinned top sites in the order you want.",Wikipedia search button improperly displayed when repositioned,0.5607571
Good browser but it is not possible tochange default download folder to external sd. Too bad.,Choosing a different download folder,0.61086744
Good browser but it is not possible tochange default download folder to external sd. Too bad.,Sync does not work If the browser is stored on the external SD card,0.5784495
Good browser but it is not possible tochange default download folder to external sd. Too bad.,Cannot open image after downloads,0.47236523
Browser doesn't work on home Depot website.,URL home screen shortcut is not working,0.6905293
Browser doesn't work on home Depot website.,about:home obscuring web content,0.6155806
Browser doesn't work on home Depot website.,Tapping the top sites in about:home doesn't' open the sites,0.6137684
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work",Pressing back button in popup window should close the popup,0.6559946
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work",Pressing Back button to close a second tab exits the browser instead of returning to the previous tab,0.6548672
"Freezes cannot close application pressing back button. Sometimes, after typing a URL it won't go forward it will stuck to the previous page jsut showing the url. Seriously can't browse any thing, even normal search wont work",Back button goes to about:empty after launching fennec with a prefetched redirect URL,0.61572427
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,Hangs while loading pages on the Motorola Milestone,0.731709
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,Crash on page load,0.7279823
Bugs . Bad performance. Hangs when loading certain pages while other browsers loads perfectly fine. Such a disappointment.,Firefox on Android is sluggish while loading electoral-vote.com,0.7234489
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",Rebooting while sync occurs can foobar the phone.,0.62558204
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",Bookmarks and passwords do not sync with my pc,0.62369734
"A real pain in the computer to try to sync the phone to the laptop AS REQUIRED. !! Both of them browse, but cannot find each other, which I don't really need anyhow !!!",Firefox for android cannot sync with PC,0.5961384
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone",Enable the ability to undo a closed tab,0.69830865
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone",Wrong tabs are restored via the undo ability after closing multiple tabs at once; the last tab closed is used as the undo for all closed tabs,0.66018814
"It is now missing the undo closed tab option, on top of not opening pages for me. All it shows is 1 page when I go to any opened tab or saved webpage. Even after I restarted my phone",Disable undo close tab toast for Fx32,0.6176864
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support",Uploading camcorder video via HTML5 crashes the browser,0.6317765
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support",In-browser YouTube shows black blank screen on playback when the YouTube application is not installed or disabled on the device,0.60365593
"Not the best browser, struggles to download, display video properly in player, ect unlike chrome does. Only reason I'll keep using it is adblock support",Droid 3 cannot play html5 videos.,0.5867528
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Noticeable delay when loading app for first time,0.55533147
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,Web apps do not finish loading,0.52677536
Hurry up and wait. This app is incredibly slow. Photos and videos take forever to load and when they do load the quality is very poor.,No helper app for Flickr/Yelp,0.5235876
"Good app when it works, but it constantly crashes when starting up.",Packaged app crashes nightly,0.72999096
"Good app when it works, but it constantly crashes when starting up.",while launching the application device is crash,0.71531093
"Good app when it works, but it constantly crashes when starting up.",App crashes on startup,0.6960922
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)",Permit a sync at least once per launch of the browser,0.65303063
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)",Firefox for android cannot sync with PC,0.57162535
"This browser is great, and the sync feature is also useful. My only problem here is: I noticed that this browser takes a lot of battery (9.35% of my power consumption for the last 12 hours - and I only used the app for half an hour)",Firefox sync don't work,0.56620777
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,Noticeable slowness in scrolling in Firefox compared to other browser on same system,0.7187558
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,"Unable to scroll in 3rd party app SpacePirates, works ok in browser",0.65502244
Good browser with great features. The scrolling speed is slow compared to chrome while also dropping fps count.but i use Firefox it Will be great if u cold fix these issues because this will make it perfect,Kinetic scrolling on web content is a bit too slow now,0.6307306
"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.",Regression: go button disappears from toolbar when typing on HTC or SwiftKey keyboard,0.5720841
"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.",Can't focus on text fields when switching to a new tab,0.55322385
"I use only Firefox. Some bugs: sometimes I press the go button to browse to a website after typing a url and nothing happens until I close that tab and try with a new one. Today, long pressing links only seems to highlight text(can't open in a new tab). The tab interface should have a faster way to switch. Sometimes android warns me that Firefox is draining my battery.","Unable to switch between tabs, tapping on tabs has no reaction",0.55147475
"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.",Firefox won't sync open tabs from desktop to Android,0.5704524
"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.",using firefox for android,0.5399361
"Been using Firefox since version 3 on windows and was happy to see they made the Android version as I rather stick to a browser I already know and trust. Best thing about this is being able to sync my tabs between my PC and smartphone and it's as fast on my phone even with multiple tabs open and does not drain my battery. Disappointed that no add-ons I installed works so far, but maybe that will improve in the future.",Firefox for android cannot sync with PC,0.52241504
"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.",Current tab is briefly visible when you open an external link,0.64866036
"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.","Long-press on link (for example, for opening it in new tab) on some sites opens it in current tab",0.63402474
"Good for privacy as it allows privacy minded extensions but the UI is absolutely terrible from a poweruser's perspective. Simple gestures like drag to reload is missing. No way to copy only the text portion of a link. No way to open a new tab from the detailed context menu when inside the tabs view (can only launch new tab with the + icon), and more.",swipe to right on a link opens it in new tab,0.6306861
"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...","cant installwed add-ons "" you need to be using Firefox to install add ons""",0.6722632
"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",UX for add-on installation warnings (softblocked or outdated add-ons) in Native Fennec,0.64646393
"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",Enable add-on installation,0.6462867
I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,Firefox Accounts (Sign-Up) - Suggestions are present for password field,0.45587325
I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,Bad experience with no Firefox browser installed,0.45435783
I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,"Web apps don't know your password, even if Firefox does",0.44189718
Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,bookmarks reordered on desktop after syncing with android,0.55348337
Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,Removed shortcuts from the Android desktop,0.5306151
Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,Intermittent TEST-UNEXPECTED-FAIL | testBookmarkFolders | Trying to long click on the Desktop Bookmarks - Desktop Bookmarks folder could not be long clicked,0.5223223
"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.",The page jitters a lot while loading on abduzeedo.com,0.59940773
"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.",70% to 90% of page load time spent dealing with Google Ads JS - XDA Developers,0.592316
"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.",Very slow page load performance in the last two weeks,0.58712286
"The browser always crash for no reason, this version is whacked I swear.",Any Firefox version constantly crashes on CM10 nightlies,0.77162063
"The browser always crash for no reason, this version is whacked I swear.",The browser crashed while browsing github,0.691807
"The browser always crash for no reason, this version is whacked I swear.",Latest version of Aurora for Android crashes in Samsung Sidekick,0.6756602
1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,Toolbar menu shouldn't allow its text to be selected,0.6184863
1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,Drop downs do not refresh the page after selection,0.61759627
1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,clicking the ajax options on this page reloads the page (works on chrome),0.61372894
"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.",Pretty up the browser toolbar,0.5891926
"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.",Regression: Swiping away FxAccountStatusActivity will disable all widget UI in GeckoPreferences back in the browser,0.58706677
"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.",Make AMO more discoverable in the browser,0.58196425
"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI",No longer able to search via address bar in Firefox 23+ on Kindle Fire HD,0.7333105
"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI",web sites will not resolve when address is typed into the address bar,0.6583985
"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI",Show address-bar on new tab open after text-selection search (do not persist current page visibility),0.65198815
Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,Web app audio does not stop playing when backgrounded (or taking a phone call),0.6268911
Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,Device does not stop on breakpoints,0.58940697
Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,youtube videos cannot be stopped,0.5650124
"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.",Prep casting code to enable casting and Roku on Nightly,0.68410486
"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.",Add a pageaction for casting videos,0.6658656
"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.","[Roku] Show ""casting"" button in the video controls",0.6256814
"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.",crashes on pdf download,0.59382266
"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.","No download complete or ""Open with"" dialog displayed after using ""Save as PDF""",0.5512461
"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.","save as pdf, page with Paginations",0.51917607
was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,Bad experience with no Firefox browser installed,0.51099104
was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,Add-ons Manager is broken after installing an extension with browser restart,0.50982374
was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,Fennec crashes when new add-ons are installed [@ java.lang.IllegalArgumentException: bad base-64 at android.util.Base64.decode(Base64.java) ],0.49841988
"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",Strangely poor performance on fairly simple app,0.46448764
"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",Displaying the TabsTray (Tab Menu) takes too long,0.4351653
"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",[meta] Texture upload takes too long,0.41173974
Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,Packaged app crashes nightly,0.6921522
Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,daily update on nexus one caused hard phone crash,0.6680298
Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,Gecko crashes on the first run after an update XUL->Native,0.63973546
crashes nearly every time I use it for an extended period.,Fennec crashes on http://random.pavlov.net/video.html (reflow abort),0.7729194
crashes nearly every time I use it for an extended period.,FFBeta2 crashes on www.globeandmail.com,0.7707403
crashes nearly every time I use it for an extended period.,I am currently using firefox 24 it always crashes,0.7668418
"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",Bad experience with no Firefox browser installed,0.50107145
"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",website viewing crashes browser,0.49131548
"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",The browser crashed while browsing github,0.49056873
"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",firefox crashes since upgrade to android 4.2,0.67722034
"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",Mozilla on android 4.0.2 is crashing on gurmail canvas2,0.66573757
"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",a crash on the new beta of firefox for android using google nexus s & ICS 4.0.4,0.6409045
"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",Overlay ad isn't displayed,0.5449969
"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",Sites with flash ads are loading in upper left hand corner,0.48406532
"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",Flash overlay advertisements are cut-off and can't be activated,0.46629167
"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",Firefox for Android using insane amounts of battery,0.60067314
"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",Sync runs continuously - drains battery,0.54816324
"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",longish downloads stall when device goes to sleep and ff gets minimized,0.5080178
I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,'Clear history' sometimes fails to clear all top sites/histrory entries,0.46924466
I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,Clearing History puts browser in offline mode,0.4613014
I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,Top-site and history leak of URL's when in Private Browsing mode,0.4511971
Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,Any Firefox version constantly crashes on CM10 nightlies,0.7304628
Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,Gecko crashes on the first run after an update XUL->Native,0.6887019
Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,Latest version of Aurora for Android crashes in Samsung Sidekick,0.687154
"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",Have to close a tab twice to actually get it to close,0.7457462
"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",Unable to close regular tabs after closing last private tab,0.7402886
"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",unable to close tabs after 6 tab,0.7180147
"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",The download complete notification doesn't appear in the Android notification bar,0.75002277
"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",Regression: Tapping on a download notification doesn't do anything,0.7303486
"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",In private browsing there is no download complete notification,0.7231938
