feedback,issue,distance,,,
"Everything all right but two small things - it is very uncomfortable for me that there is no delete option inside message, and I can't share multiple photos at once.","""Signal Message"" button is dead in textview after I took a picture with build in camera",0.66919684,0,,
"Everything all right but two small things - it is very uncomfortable for me that there is no delete option inside message, and I can't share multiple photos at once.",please add option to hide message  sender and the contence of a message in notification bar.,0.66439635,0,,
"It never saves my groups or the group name, making it very irritating to text my family. You also can't send more than one photo. -Moto G7, Android 9.","Groups: No way to hide the ""make your profile name and photo visible to the group"" nag message",0.6210328,0,,
"It never saves my groups or the group name, making it very irritating to text my family. You also can't send more than one photo. -Moto G7, Android 9.",No message details for system messages (unable to resend changes to disappearing messages in groups),0.5996422,1,,
"It never saves my groups or the group name, making it very irritating to text my family. You also can't send more than one photo. -Moto G7, Android 9.",Constant pestering to make your profile name and photo visible to group,0.59062815,0,,
"good for privacy but a bunch of glitches. on rare occasion, it will suddenly send me a few hours' worth of texts - and not in chronological order either. i believe it's because Signal spontaneously relies on my phone's data being switched on to receive messages, despite that the senders are not fellow Signal users nor sending me encrypted messages. also it occasionally shuts down because of some error, making me lose whatever i was composing.",HTC One M8 - crashes when I try to send encrypted msgs.  (non-encrypted is fine),0.76793635,1,,
"good for privacy but a bunch of glitches. on rare occasion, it will suddenly send me a few hours' worth of texts - and not in chronological order either. i believe it's because Signal spontaneously relies on my phone's data being switched on to receive messages, despite that the senders are not fellow Signal users nor sending me encrypted messages. also it occasionally shuts down because of some error, making me lose whatever i was composing.","Incoming calls over VPN take extremely long to ""connect"" (85-250s). (the VPN in question works well with other VoIP, i.e. plaintext calls with Groundwire + callcentric)",0.76374376,0,,
"good for privacy but a bunch of glitches. on rare occasion, it will suddenly send me a few hours' worth of texts - and not in chronological order either. i believe it's because Signal spontaneously relies on my phone's data being switched on to receive messages, despite that the senders are not fellow Signal users nor sending me encrypted messages. also it occasionally shuts down because of some error, making me lose whatever i was composing.",I figured out the problem and was able to install signal-desktop successfully. It turned out that my system was in a weird state after upgrading from Debian `jessie` to `stretch`. So nothing was or is wrong with signal-desktop and I'm sorry for the noise.,0.7605279,0,,
"General a good secure app, voice calls sometimes glitches.",Making multiple Signal voice calls fails on Android 7.0,0.6511404,1,,
"General a good secure app, voice calls sometimes glitches.",Signal makes encrypted phone calls even if unencrypted mode is selected,0.6505253,1,,
"General a good secure app, voice calls sometimes glitches.","Android Auto - No audible alerts for secure msg, SMS alerts even when muted.",0.64965576,0,,
"it is a good app. i am mostly satisfied with it but sometimes, the notifications would not work; so, I would not know that someone messaged me until I open the app. it might have been fixed because it hasn't been happening in the last month or so. Would recommended.",I figured out the problem and was able to install signal-desktop successfully. It turned out that my system was in a weird state after upgrading from Debian `jessie` to `stretch`. So nothing was or is wrong with signal-desktop and I'm sorry for the noise.,0.78977215,0,,
"it is a good app. i am mostly satisfied with it but sometimes, the notifications would not work; so, I would not know that someone messaged me until I open the app. it might have been fixed because it hasn't been happening in the last month or so. Would recommended.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.7874806,1,,
"it is a good app. i am mostly satisfied with it but sometimes, the notifications would not work; so, I would not know that someone messaged me until I open the app. it might have been fixed because it hasn't been happening in the last month or so. Would recommended.","Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.7808825,0,,
Opened up my SMSes today and was locked out from them by Signal. It is insisting I create a pin so it can upload data to their cloud servers. I feel like they have violated my trust.,"Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.73970467,0,,
Opened up my SMSes today and was locked out from them by Signal. It is insisting I create a pin so it can upload data to their cloud servers. I feel like they have violated my trust.,Facility to set user status and photo which all friends can see is missing. I think this is must,0.72104174,0,,
Opened up my SMSes today and was locked out from them by Signal. It is insisting I create a pin so it can upload data to their cloud servers. I feel like they have violated my trust.,I figured out the problem and was able to install signal-desktop successfully. It turned out that my system was in a weird state after upgrading from Debian `jessie` to `stretch`. So nothing was or is wrong with signal-desktop and I'm sorry for the noise.,0.7109278,0,,
Is the notification dot supposed to work? is annoying it doesnt show when there are unread messages. In general I feel Signal is worse at highlighting unread threads. I am also lacking a way to Mark as Unread for later.,Android 8 notification dot does not display until there are multiple threads with unread messages,0.69292593,1,,
Is the notification dot supposed to work? is annoying it doesnt show when there are unread messages. In general I feel Signal is worse at highlighting unread threads. I am also lacking a way to Mark as Unread for later.,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.6884338,1,,
Is the notification dot supposed to work? is annoying it doesnt show when there are unread messages. In general I feel Signal is worse at highlighting unread threads. I am also lacking a way to Mark as Unread for later.,"You have new messages"" Notification keeps popping up when a message is unread.",0.68294096,0,,
"Don't use unless you want to lose your messages. Terrible backup restoration support. The backup file has to be in a particular directory on the first launch, or it doesn't even show the option for restoring a backup.",Option to make encrypted backup missing from 2.12.0. How to backups keys?,0.6888661,1,,
"Don't use unless you want to lose your messages. Terrible backup restoration support. The backup file has to be in a particular directory on the first launch, or it doesn't even show the option for restoring a backup.","App will send SMS over data when recipient no longer has TextSecure installed, no way to revert back to unencrypted messaging",0.6867545,0,,
"Don't use unless you want to lose your messages. Terrible backup restoration support. The backup file has to be in a particular directory on the first launch, or it doesn't even show the option for restoring a backup.",No message details for system messages (unable to resend changes to disappearing messages in groups),0.6767546,0,,
"Keep seeing reviews that the update messed up the app. I didnt have the app before the update so cant comment on that. The app seems to be working fine for me. I like the interface and settings available. Calls routed through their servers arent super clear though, but you can choose to use your provider.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.68886244,0,,
"Keep seeing reviews that the update messed up the app. I didnt have the app before the update so cant comment on that. The app seems to be working fine for me. I like the interface and settings available. Calls routed through their servers arent super clear though, but you can choose to use your provider.","Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.68310905,0,,
"Keep seeing reviews that the update messed up the app. I didnt have the app before the update so cant comment on that. The app seems to be working fine for me. I like the interface and settings available. Calls routed through their servers arent super clear though, but you can choose to use your provider.",I'm having problems sending unsecured SMS. I've included the debug log. Thanks.,0.6601051,0,,
"My signal app keeps crashing when I try to open it. I contacted support twice over the past 2 weeks, but haven't received any response. I get the impression that signal deleted my data somehow. Nice that privacy is the highest priority, but it's also nice to still have your data.","i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",0.6714582,0,,
"My signal app keeps crashing when I try to open it. I contacted support twice over the past 2 weeks, but haven't received any response. I get the impression that signal deleted my data somehow. Nice that privacy is the highest priority, but it's also nice to still have your data.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.66740084,0,,
"My signal app keeps crashing when I try to open it. I contacted support twice over the past 2 weeks, but haven't received any response. I get the impression that signal deleted my data somehow. Nice that privacy is the highest priority, but it's also nice to still have your data.",I'm having problems sending unsecured SMS. I've included the debug log. Thanks.,0.6592948,0,,
"Excellent application that can bring encryption and privacy to the masses. I would love to see integrated: OTR (OFF THE RECORD) messaging capabilities to add the ultimate privacy experience. Small issue: messages sent using android API don't show up in history but work. Makes conversations had after sending a message using voice commands a bit confusing. But because they work i didn't penalize you, unless it's not fixed.. then i will adjust. 😉",HTC One M8 - crashes when I try to send encrypted msgs.  (non-encrypted is fine),0.784483,0,,
"Excellent application that can bring encryption and privacy to the masses. I would love to see integrated: OTR (OFF THE RECORD) messaging capabilities to add the ultimate privacy experience. Small issue: messages sent using android API don't show up in history but work. Makes conversations had after sending a message using voice commands a bit confusing. But because they work i didn't penalize you, unless it's not fixed.. then i will adjust. 😉","Incoming calls over VPN take extremely long to ""connect"" (85-250s). (the VPN in question works well with other VoIP, i.e. plaintext calls with Groundwire + callcentric)",0.77035123,0,,
"Excellent application that can bring encryption and privacy to the masses. I would love to see integrated: OTR (OFF THE RECORD) messaging capabilities to add the ultimate privacy experience. Small issue: messages sent using android API don't show up in history but work. Makes conversations had after sending a message using voice commands a bit confusing. But because they work i didn't penalize you, unless it's not fixed.. then i will adjust. 😉","Can't make or receive calls with iPhones, missed calls appear but not like other cases have read alot of breads here, possibly compatibility problem with Huawei p20 pro",0.7632497,0,,
Messages tend to send out of order in group chats. The recovery key is hit or miss. I lost a lot of conversations after doing a restore. Definitely used to be better.,Reactions don't follow message when keyboard is minimized,0.6735246,0,,
Messages tend to send out of order in group chats. The recovery key is hit or miss. I lost a lot of conversations after doing a restore. Definitely used to be better.,Calls always income as missed ones without ringing and Signal doesn't report the call failed,0.66992223,0,,
Messages tend to send out of order in group chats. The recovery key is hit or miss. I lost a lot of conversations after doing a restore. Definitely used to be better.,Signal has stopped working. Error when restoring from encrypted backup.,0.6632326,0,,
i message my boyfriend with this exclusively instead of text. love it. calls are spotty but they sound terrific when it works. not a huge fan of the video chat since it doesn't rotate to landscape and you cant move your selfie-cam window,"Incoming calls over VPN take extremely long to ""connect"" (85-250s). (the VPN in question works well with other VoIP, i.e. plaintext calls with Groundwire + callcentric)",0.7252775,0,,
i message my boyfriend with this exclusively instead of text. love it. calls are spotty but they sound terrific when it works. not a huge fan of the video chat since it doesn't rotate to landscape and you cant move your selfie-cam window,"Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.7239103,0,,
i message my boyfriend with this exclusively instead of text. love it. calls are spotty but they sound terrific when it works. not a huge fan of the video chat since it doesn't rotate to landscape and you cant move your selfie-cam window,"Can't make or receive calls with iPhones, missed calls appear but not like other cases have read alot of breads here, possibly compatibility problem with Huawei p20 pro",0.7225748,0,,
Connection issues. Keep getting kicked off on call. Callers soind robotic most of the time. Not very reliable. Text messaging works well though.,"Incoming calls over VPN take extremely long to ""connect"" (85-250s). (the VPN in question works well with other VoIP, i.e. plaintext calls with Groundwire + callcentric)",0.6897627,1,,
Connection issues. Keep getting kicked off on call. Callers soind robotic most of the time. Not very reliable. Text messaging works well though.,"Calling then aborting right away still calls, and recipient is forever stuck ""Connecting""",0.6689634,1,,
Connection issues. Keep getting kicked off on call. Callers soind robotic most of the time. Not very reliable. Text messaging works well though.,"Strange behavior try sending SMS over and over again, incomming call sound ",0.66079164,0,,
"So here's a really basic issue: playback pauses as soon as the screen is turned off, regardless of whether this is due to locking the screen. My phone turns off the screen if I hold it next to my cheek. This makes listening to audio-messages in private without headphones nigh-impossible.",We've removed the blue color from the checkmarks in favor of filling the checkmarks in to indicate that a message was read. Not using blue gives us a little more wiggle room to play with bubble colors in the future.,0.7862683,0,,
"So here's a really basic issue: playback pauses as soon as the screen is turned off, regardless of whether this is due to locking the screen. My phone turns off the screen if I hold it next to my cheek. This makes listening to audio-messages in private without headphones nigh-impossible.",HTC One M8 - crashes when I try to send encrypted msgs.  (non-encrypted is fine),0.7844506,0,,
"So here's a really basic issue: playback pauses as soon as the screen is turned off, regardless of whether this is due to locking the screen. My phone turns off the screen if I hold it next to my cheek. This makes listening to audio-messages in private without headphones nigh-impossible.",[Crash] Signal crash and makes the phone restart if locking the phone while Signal is on foreground,0.76390517,0,,
"Photos don't come out right, even when sent/recieved from non-signal users. Will bump this back up to 5 stars when fixed :)",Message sent on Desktop does not get synced to Android (after SafetyNumber Change on Desktop),0.62355816,0,,
"Photos don't come out right, even when sent/recieved from non-signal users. Will bump this back up to 5 stars when fixed :)",Added group members do not receive messages from inviter when inviter did factory reset on mobile phonee,0.6192496,0,,
"Photos don't come out right, even when sent/recieved from non-signal users. Will bump this back up to 5 stars when fixed :)","App will send SMS over data when recipient no longer has TextSecure installed, no way to revert back to unencrypted messaging",0.6192053,0,,
what is going on with group chats... I don't seem to be getting them consistently. some I get some I don't. I can't get group chats if I don't start them.... what's up?,"I get their messages, but they don't get my ones",0.56209457,0,,
what is going on with group chats... I don't seem to be getting them consistently. some I get some I don't. I can't get group chats if I don't start them.... what's up?,I can't message one contact. The messages just keep loading,0.53425723,0,,
what is going on with group chats... I don't seem to be getting them consistently. some I get some I don't. I can't get group chats if I don't start them.... what's up?,"Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.530113,0,,
Was fine for plain text messages but when I received a vCard for a contact it froze my Samsung Note 8. Had to switch to a different app that could handle MMS.,when 2.04 came out it took the ability away to send messages to groups setup in phone book.,0.7770455,0,,
Was fine for plain text messages but when I received a vCard for a contact it froze my Samsung Note 8. Had to switch to a different app that could handle MMS.,"i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",0.7620274,0,,
Was fine for plain text messages but when I received a vCard for a contact it froze my Samsung Note 8. Had to switch to a different app that could handle MMS.,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.7574524,0,,
Call gets dropped frequently. Most of the time if someone calls me I am only notified after they hang up as a missed call. Same happens if I call them too. They don't get the call and just get a missed call notification.,"Other party cannot see my video when I call them. When they call me, everything works fine.",0.788943,1,,
Call gets dropped frequently. Most of the time if someone calls me I am only notified after they hang up as a missed call. Same happens if I call them too. They don't get the call and just get a missed call notification.,Caller  stuck on dialing while the called person gets a missed call.,0.7584536,1,,
Call gets dropped frequently. Most of the time if someone calls me I am only notified after they hang up as a missed call. Same happens if I call them too. They don't get the call and just get a missed call notification.,"When on Signal call, other calls aren't giving me a beep/notif that another call is coming in",0.75114447,1,,
"I received odd texts after installing this app. Will not use as a default, too scary.",Project Fi: not receiving SMS messages through Signal when set as default app,0.67000383,1,,
"I received odd texts after installing this app. Will not use as a default, too scary.",Signal does not know about Dual SIM before it has been configured as default SMS app,0.62137985,0,,
"I received odd texts after installing this app. Will not use as a default, too scary.","Native Android app sometimes captures messages, but Signal is the default app",0.6130119,1,,
"Really like the app and have managed to get friends and family to move over to get away from the large FB owned message app BUT what's the problem with calls? My phone doesn't ring, it only shows missed calls. I've done everything to try and rectify this but nothing works. Do I really need to go back to the data thieves?",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.6673247,0,,
"Really like the app and have managed to get friends and family to move over to get away from the large FB owned message app BUT what's the problem with calls? My phone doesn't ring, it only shows missed calls. I've done everything to try and rectify this but nothing works. Do I really need to go back to the data thieves?",I figured out the problem and was able to install signal-desktop successfully. It turned out that my system was in a weird state after upgrading from Debian `jessie` to `stretch`. So nothing was or is wrong with signal-desktop and I'm sorry for the noise.,0.6605081,0,,
"Really like the app and have managed to get friends and family to move over to get away from the large FB owned message app BUT what's the problem with calls? My phone doesn't ring, it only shows missed calls. I've done everything to try and rectify this but nothing works. Do I really need to go back to the data thieves?","i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",0.6574381,0,,
Messages sent from none signal subscribers (like my bank) seem to take 10 to 15 minutes to arrive. Sometimes even longer.,Messages (delivery receipts?) are slow to deliver,0.7169718,1,,
Messages sent from none signal subscribers (like my bank) seem to take 10 to 15 minutes to arrive. Sometimes even longer.,Messages to some non-signal iPhone users say message was not delivered,0.7154952,1,,
Messages sent from none signal subscribers (like my bank) seem to take 10 to 15 minutes to arrive. Sometimes even longer.,Messages sent while desktop app is opening are not received,0.71137327,1,,
"I enjoy the app but I never get a notification when I receive a message, even though I adjusted my settings.",receive only messages when the app is opened.,0.705477,0,,
"I enjoy the app but I never get a notification when I receive a message, even though I adjusted my settings.",Signal on Android may silently fail to alert user to new messages after receiving push notification,0.6908512,1,,
"I enjoy the app but I never get a notification when I receive a message, even though I adjusted my settings.",Annoying SMS notifications when a messages have been received,0.68771386,0,,
"Notifications often do not clear after reading messages. Chat itself works well but this bug is quite annoying. Update: months later this bug is actually worse, notifications still often remain after hours.",Message notification not working (Notification + receiving messages only when opening TextSecure),0.68959033,0,,
"Notifications often do not clear after reading messages. Chat itself works well but this bug is quite annoying. Update: months later this bug is actually worse, notifications still often remain after hours.","You have new messages"" Notification keeps popping up when a message is unread.",0.6678944,0,,
"Notifications often do not clear after reading messages. Chat itself works well but this bug is quite annoying. Update: months later this bug is actually worse, notifications still often remain after hours.",Notifications for messages while locked are not cleared when app is unlocked and messages are read,0.6580559,1,,
Forced to use a PIN number. Which I don't want to use. Deleted the app because it froze and when I reinstalled it all my messages were gone. Lost a ton of information. Garbage.,I figured out the problem and was able to install signal-desktop successfully. It turned out that my system was in a weird state after upgrading from Debian `jessie` to `stretch`. So nothing was or is wrong with signal-desktop and I'm sorry for the noise.,0.7824486,0,,
Forced to use a PIN number. Which I don't want to use. Deleted the app because it froze and when I reinstalled it all my messages were gone. Lost a ton of information. Garbage.,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.7687568,0,,
Forced to use a PIN number. Which I don't want to use. Deleted the app because it froze and when I reinstalled it all my messages were gone. Lost a ton of information. Garbage.,"i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",0.7599952,0,,
Earlier this app used to run very smoothly but from past few days as soon as I'm opening this app it immediately colses by itself. What is wrong has happened. Just fix it,"Android app stopped working 3 days after porting my phone number, desktop still working fine",0.65400094,0,,
Earlier this app used to run very smoothly but from past few days as soon as I'm opening this app it immediately colses by itself. What is wrong has happened. Just fix it,4.16.9 keeps crashing when trying to open the app,0.61862636,1,,
Earlier this app used to run very smoothly but from past few days as soon as I'm opening this app it immediately colses by itself. What is wrong has happened. Just fix it,New messages arrive only after I've opened the app and unlocked the database,0.61613166,0,,
So confusing! Most messages are significantly delayed and it's hard to tell who they're from and how to respond to the right person.,Unable to find to which SIM message was sent,0.59242535,1,,
So confusing! Most messages are significantly delayed and it's hard to tell who they're from and how to respond to the right person.,Can't send messages to people who stopped using Signal,0.5907335,0,,
So confusing! Most messages are significantly delayed and it's hard to tell who they're from and how to respond to the right person.,"When replying using direct reply, inbound message is not automatically marked as read (sometimes)",0.5822941,0,,
"App closes every time I try to read a message or send one. Have cleared cache, all data and restarted it. Can't add numbers or send messages. Very strange.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.7780229,0,,
"App closes every time I try to read a message or send one. Have cleared cache, all data and restarted it. Can't add numbers or send messages. Very strange.",texts from another user are coming encrypted and i can't read them.,0.74915135,0,,
"App closes every time I try to read a message or send one. Have cleared cache, all data and restarted it. Can't add numbers or send messages. Very strange.",HTC One M8 - crashes when I try to send encrypted msgs.  (non-encrypted is fine),0.74368376,1,,
Never fails even when no regular phone signal. Update to my opinion of this app. Has become very user unfriendly. Won't let you use the app unless you meet their demands every 2 seconds while you are trying to use it. I am uninstalling it.,"Android app no longer able to send, link devices, or even deregister; only receives messages after reboot",0.6535202,0,,
Never fails even when no regular phone signal. Update to my opinion of this app. Has become very user unfriendly. Won't let you use the app unless you meet their demands every 2 seconds while you are trying to use it. I am uninstalling it.,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.6465677,0,,
Never fails even when no regular phone signal. Update to my opinion of this app. Has become very user unfriendly. Won't let you use the app unless you meet their demands every 2 seconds while you are trying to use it. I am uninstalling it.,Unable to send signal messages after responding to normal sms within signal app and without having a sim card,0.64030445,0,,
"Update, after one year use. No favorite or star tool for needed messages.Forward them to the notes to self. I had issues with uploading media, documents, photos or videos. It doesn't allow uploading multiple ones, and sometimes the app freezes on uploading and holds on all following messages. For unknowns reasons, the calling service does not connect. I have these issues in multiple countries, including the US, and multiple devices, Android or iOS.","Incoming calls over VPN take extremely long to ""connect"" (85-250s). (the VPN in question works well with other VoIP, i.e. plaintext calls with Groundwire + callcentric)",0.7142207,0,,
"Update, after one year use. No favorite or star tool for needed messages.Forward them to the notes to self. I had issues with uploading media, documents, photos or videos. It doesn't allow uploading multiple ones, and sometimes the app freezes on uploading and holds on all following messages. For unknowns reasons, the calling service does not connect. I have these issues in multiple countries, including the US, and multiple devices, Android or iOS.","Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.71211505,0,,
"Update, after one year use. No favorite or star tool for needed messages.Forward them to the notes to self. I had issues with uploading media, documents, photos or videos. It doesn't allow uploading multiple ones, and sometimes the app freezes on uploading and holds on all following messages. For unknowns reasons, the calling service does not connect. I have these issues in multiple countries, including the US, and multiple devices, Android or iOS.","Can't make or receive calls with iPhones, missed calls appear but not like other cases have read alot of breads here, possibly compatibility problem with Huawei p20 pro",0.69798297,0,,
"Overall, a fantastic app that I think maaaany more people should use. I have some issues though. Contacts only sync with your phone when you have a cellular signal. There isn't a good way to see all of the people in group chats. I get they are shooting for minimalism but it looks a little plain. I can't put my finger on it, but it is just missing something. Once again, other than that: I have only had good experiences with this app.","Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.8017776,0,,
"Overall, a fantastic app that I think maaaany more people should use. I have some issues though. Contacts only sync with your phone when you have a cellular signal. There isn't a good way to see all of the people in group chats. I get they are shooting for minimalism but it looks a little plain. I can't put my finger on it, but it is just missing something. Once again, other than that: I have only had good experiences with this app.",I figured out the problem and was able to install signal-desktop successfully. It turned out that my system was in a weird state after upgrading from Debian `jessie` to `stretch`. So nothing was or is wrong with signal-desktop and I'm sorry for the noise.,0.76991475,0,,
"Overall, a fantastic app that I think maaaany more people should use. I have some issues though. Contacts only sync with your phone when you have a cellular signal. There isn't a good way to see all of the people in group chats. I get they are shooting for minimalism but it looks a little plain. I can't put my finger on it, but it is just missing something. Once again, other than that: I have only had good experiences with this app.","Can't make or receive calls with iPhones, missed calls appear but not like other cases have read alot of breads here, possibly compatibility problem with Huawei p20 pro",0.75920194,0,,
"Great app overall! I would have given 5 stars, however, there can be issues with texting and calling. Sometimes it doesnt get a signal or something happens to where i get like 5 text msgs all at once, that were suppose to be sent periodically witnin the last 30min. When I make a phone call, most of the time evertrhing is fine but sometimes ""Signal"" doesn't connect properly, or at all and i have to give up trying to use it.Not sure exactly what happens there but it does not connect sometimes.",HTC One M8 - crashes when I try to send encrypted msgs.  (non-encrypted is fine),0.79741144,0,,
"Great app overall! I would have given 5 stars, however, there can be issues with texting and calling. Sometimes it doesnt get a signal or something happens to where i get like 5 text msgs all at once, that were suppose to be sent periodically witnin the last 30min. When I make a phone call, most of the time evertrhing is fine but sometimes ""Signal"" doesn't connect properly, or at all and i have to give up trying to use it.Not sure exactly what happens there but it does not connect sometimes.","Incoming calls over VPN take extremely long to ""connect"" (85-250s). (the VPN in question works well with other VoIP, i.e. plaintext calls with Groundwire + callcentric)",0.7773129,0,,
"Great app overall! I would have given 5 stars, however, there can be issues with texting and calling. Sometimes it doesnt get a signal or something happens to where i get like 5 text msgs all at once, that were suppose to be sent periodically witnin the last 30min. When I make a phone call, most of the time evertrhing is fine but sometimes ""Signal"" doesn't connect properly, or at all and i have to give up trying to use it.Not sure exactly what happens there but it does not connect sometimes.","Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.76926506,0,,
It is very worst application.it is frequently hanged. Messages are Updating very delayed.. sometimes messages are not Updating.We can't delete message.also we cant delete Messages from group.also no any group admin..any one can add any one to group.and also no any admin and ee cant remove any one from group.disabling feature is alos very bad.we cant forword ine message in different groups or person.overall its very bad application.please improve features as said above immediately.,"Signal Server ::Technical document/details missing for creating own server, I am hobbiest and would like to explore own server rather than depending on others account so that I can fancy by making my own changes. couldnt see how we setup our own server.",0.7800144,0,,
It is very worst application.it is frequently hanged. Messages are Updating very delayed.. sometimes messages are not Updating.We can't delete message.also we cant delete Messages from group.also no any group admin..any one can add any one to group.and also no any admin and ee cant remove any one from group.disabling feature is alos very bad.we cant forword ine message in different groups or person.overall its very bad application.please improve features as said above immediately.,[SOLVED] Signal doesn't add itself as account in Settings/ Accounts and can't be added either (greyed out) -> no contacts,0.7472028,1,,
It is very worst application.it is frequently hanged. Messages are Updating very delayed.. sometimes messages are not Updating.We can't delete message.also we cant delete Messages from group.also no any group admin..any one can add any one to group.and also no any admin and ee cant remove any one from group.disabling feature is alos very bad.we cant forword ine message in different groups or person.overall its very bad application.please improve features as said above immediately.,when using video call only working rear facing camera ...not working front camera although both camera working in whatsapp and FB messenger..,0.73849225,0,,
Messages aren't received in background anymore. Something broke in recent updates. Have to open app to get messages to come through. UPDATE: Seems the issue is resolved.,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,0.7690149,1,,
